Person ID,Duration Eyes Closed (s),Duration Looking Left (s),Duration Looking Right (s),Duration Looking Straight (s),Left Counts,Right Counts,Straight Counts
Person 1,4.133333333333328,0,0.8999999999999999,6.599999999999986,0,27,124
